ap;cnes;unidade;ine;desligados_60_med;desligados_60_enf;desligados_60_aux;desligados_60_acs;desligados_60_dent;desligados_60_aux_bucal;desligados_60_tec_bucal;tipo_equipe_id;medico ;medico_20 ;enfermeiro ;tec_aux ;acs ;cirurgiao ;aux_bucal ;tec_bucal ;tipo esf 1;tipo esf 2;tipo_esb
10;2277298;SMS CF FERNANDO A BRAGA LOPES - AP 10;1554085;0;0;0;0;0;0;0;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;0;1;0;0;0;0;0;0;ESF Vacância ACS, Tec/Aux 40h e Enfermeiro(a);;
31;3784975;SMS CF ZILDA ARNS - AP 31;1554751;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;3;0;1;1;5;0;0;0;ESF Completa;;
31;3784975;SMS CF ZILDA ARNS - AP 31;1554778;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;3;0;3;1;4;0;0;0;ESF Completa;;
31;3784975;SMS CF ZILDA ARNS - AP 31;1554786;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;3;0;4;1;5;0;0;0;ESF Completa;;
22;2280272;SMS CMS MARIA AUGUSTA ESTRELLA - AP 22;1562819;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;ESF Vacância Médico 40h;;
10;2277298;SMS CF FERNANDO A BRAGA LOPES - AP 10;1563416;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
33;189200;SMS CF ENGENHEIRO SANITARISTA PAULO D AGUILA - AP 33;1565729;0;0;0;0;0;0;0;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;0;0;0;0;0;0;0;0;ESF Vacância Enfermeiro(a) 40h, Médico(a) 40h e ACS;;
21;2708434;SMS CMS MANOEL JOSE FERREIRA - AP 21;1566717;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
51;7722494;SMS CF FAIM PEDRO - AP 51;1567659;0;0;0;0;0;0;0;73-ECR - EQUIPE DOS CONSULTORIOS NA RUA;0;1;1;1;0;0;0;0;ESF Vacância Médico(a) 20h e ACS;;
21;6503772;SMS CF MARIA DO SOCORRO / ROCINHA - AP 21;1569244;0;0;0;0;0;0;0;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;0;1;0;0;0;0;0;0;ESF Vacância ACS, Tec/Aux 40h e Enfermeiro(a);;
21;2270072;SMS CMS DR ALBERT SABIN - AP 21;1569252;0;0;0;0;0;0;0;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;0;1;0;0;0;0;0;0;ESF Vacância ACS, Tec/Aux 40h e Enfermeiro(a);;
21;2288370;SMS CMS PINDARO DE CARVALHO RODRIGUES - AP 21;1569260;0;0;0;0;0;0;0;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;0;0;0;0;0;0;0;0;ESF Vacância Enfermeiro(a) 40h, Médico(a) 40h e ACS;;
21;2280795;SMS CMS JOAO BARROS BARRETO - AP 21;1569279;0;0;0;0;0;0;0;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;0;2;1;0;0;0;0;0;ESF Vacância Tec/Aux 40h e ACS;;
21;2708434;SMS CMS MANOEL JOSE FERREIRA - AP 21;1569287;0;0;0;0;0;0;0;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;0;2;0;0;0;0;0;0;ESF Vacância ACS, Tec/Aux 40h e Enfermeiro(a);;
21;2269651;SMS CMS DOM HELDER CAMARA - AP 21;1569295;0;0;0;0;0;0;0;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;0;1;0;0;0;0;0;0;ESF Vacância ACS, Tec/Aux 40h e Enfermeiro(a);;
33;6029965;SMS CF MARCOS VALADAO - AP 33;1571176;0;0;0;0;0;0;0;73-ECR - EQUIPE DOS CONSULTORIOS NA RUA;0;1;1;1;0;0;0;0;ESF Vacância Médico(a) 20h e ACS;;
33;7892802;SMS CF ADOLFO FERREIRA DE CARVALHO - AP 33;1572229;0;0;0;0;0;0;0;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;0;0;0;0;0;0;0;0;ESF Vacância Enfermeiro(a) 40h, Médico(a) 40h e ACS;;
31;2296535;SMS CMS NAGIB JORGE FARAH - AP 31;1573349;0;0;0;0;0;0;0;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;0;1;0;0;0;0;0;0;ESF Vacância ACS, Tec/Aux 40h e Enfermeiro(a);;
51;2270579;SMS CMS DR EITHEL PINHEIRO DE OLIVEIRA LIMA - AP 51;1574817;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;0;1;5;0;0;0;ESF Vacância Enfermeiro 40h;;
51;2270579;SMS CMS DR EITHEL PINHEIRO DE OLIVEIRA LIMA - AP 51;1574825;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;1;1;1;5;0;0;0;ESF Vacância Médico 20h;;
51;5546591;SMS CF MARIA JOSE DE SOUSA BARBOSA - AP 51;1574833;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;3;0;0;0;ESF Vacância ACS;;
51;5546591;SMS CF MARIA JOSE DE SOUSA BARBOSA - AP 51;1574841;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;3;0;0;0;EACS Vacância ACS;ESF Incompleta (40h Médico(a) mais de 60 dias);
51;7722494;SMS CF FAIM PEDRO - AP 51;1576151;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;3;1;4;0;0;0;ESF Completa;;
51;7722494;SMS CF FAIM PEDRO - AP 51;1576178;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
51;7722494;SMS CF FAIM PEDRO - AP 51;1576186;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;3;2;4;0;0;0;ESF Completa;;
51;7722494;SMS CF FAIM PEDRO - AP 51;1576194;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;1;3;1;4;0;0;0;ESF Vacância Médico 20h;;
52;7723296;SMS CF EVERTON DE SOUZA SANTOS - AP 52;1576550;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
52;7723296;SMS CF EVERTON DE SOUZA SANTOS - AP 52;1576569;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;3;0;0;0;ESF Vacância ACS;;
52;7723296;SMS CF EVERTON DE SOUZA SANTOS - AP 52;1576577;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;0;1;5;0;0;0;ESF Vacância Enfermeiro 40h;;
52;7723296;SMS CF EVERTON DE SOUZA SANTOS - AP 52;1576585;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
52;7723296;SMS CF EVERTON DE SOUZA SANTOS - AP 52;1576593;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;2;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
52;7723296;SMS CF EVERTON DE SOUZA SANTOS - AP 52;1576607;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
40;9071385;SMS CMS ALVARO RAMOS - AP 40;1576747;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
31;3784975;SMS CF ZILDA ARNS - AP 31;1577131;0;0;0;0;0;0;0;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;0;0;0;0;0;0;0;0;ESF Vacância Enfermeiro(a) 40h, Médico(a) 40h e ACS;;
32;6033121;SMS CMS ANTENOR NASCENTES - AP 32;1580043;0;0;0;0;0;0;0;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;0;0;0;0;0;0;0;0;ESF Vacância Enfermeiro(a) 40h, Médico(a) 40h e ACS;;
32;6681379;SMS CF HERBERT JOSE DE SOUZA - AP 32;1580051;0;0;0;0;0;0;0;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;0;0;0;0;0;0;0;0;ESF Vacância Enfermeiro(a) 40h, Médico(a) 40h e ACS;;
40;4046307;SMS CMS HAMILTON LAND - AP 40;1583646;0;0;0;0;0;0;0;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;0;2;0;0;0;0;0;0;ESF Vacância ACS, Tec/Aux 40h e Enfermeiro(a);;
40;2296543;SMS CMS JORGE SALDANHA BANDEIRA DE MELLO - AP40;1583670;0;0;0;0;0;0;0;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;0;4;0;0;0;0;0;0;ESF Vacância ACS, Tec/Aux 40h e Enfermeiro(a);;
31;6932916;SMS CF JOAOSINHO TRINTA - AP 31;1584553;0;0;0;0;0;0;0;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;0;0;0;0;0;0;0;0;ESF Vacância Enfermeiro(a) 40h, Médico(a) 40h e ACS;;
31;2269902;SMS CMS JOSE BREVES DOS SANTOS - AP 31;1584561;0;0;0;0;0;0;0;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;0;2;0;0;0;0;0;0;ESF Vacância ACS, Tec/Aux 40h e Enfermeiro(a);;
33;6029965;SMS CF MARCOS VALADAO - AP 33;1586254;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
31;5179726;SMS CF ALOYSIO AUGUSTO NOVIS - AP 31;1593528;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;2;1;4;0;0;0;ESF Vacância Médico 40h;;
31;7856954;SMS CMS NEWTON ALVES CARDOZO - AP 31;1594125;0;1;0;0;0;0;0;76-EAP - EQUIPE DE ATENCAO PRIMARIA;0;0;0;0;0;0;0;0;EACS Vacância Enfermeiro(a) 40h, Médico(a) 40h e ACS;ESF Incompleta (40h Enfermeiro(a) mais de 60 dias);
31;7856954;SMS CMS NEWTON ALVES CARDOZO - AP 31;1594133;0;0;0;0;0;0;0;76-EAP - EQUIPE DE ATENCAO PRIMARIA;1;0;1;0;0;0;0;0;ESF Vacância Tec/Aux 40h e ACS;;
31;7856954;SMS CMS NEWTON ALVES CARDOZO - AP 31;1594141;0;0;0;0;0;0;0;76-EAP - EQUIPE DE ATENCAO PRIMARIA;0;0;0;0;0;0;0;0;ESF Vacância Enfermeiro(a) 40h, Médico(a) 40h e ACS;;
21;6496989;SMS CF CANTAGALO PAVAO - PAVAOZINHO - AP 21;1594672;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;3;0;0;0;ESF Vacância ACS;;
21;2280795;SMS CMS JOAO BARROS BARRETO - AP 21;1594680;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;3;0;4;1;4;0;0;0;ESF Completa;;
21;2280795;SMS CMS JOAO BARROS BARRETO - AP 21;1594699;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;3;0;1;2;4;0;0;0;ESF Completa;;
21;2708434;SMS CMS MANOEL JOSE FERREIRA - AP 21;1594702;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;1;1;1;4;0;0;0;ESF Vacância Médico 20h;;
21;2288370;SMS CMS PINDARO DE CARVALHO RODRIGUES - AP 21;1594729;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;4;0;1;1;4;0;0;0;ESF Completa;;
51;7874162;SMS CF WILSON MELLO SANTOS ( ZICO) - AP51;1595636;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;2;3;0;0;0;ESF Vacância ACS;;
51;7874162;SMS CF WILSON MELLO SANTOS ( ZICO) - AP51;1595644;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;1;1;1;3;0;0;0;ESF Vacância Médico(a) 20h e ACS;;
51;7874162;SMS CF WILSON MELLO SANTOS ( ZICO) - AP51;1595652;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;3;0;0;0;EACS Vacância ACS;ESF Incompleta (40h Médico(a) mais de 60 dias);
51;7874162;SMS CF WILSON MELLO SANTOS ( ZICO) - AP51;1595660;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
51;7874162;SMS CF WILSON MELLO SANTOS ( ZICO) - AP51;1595679;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;3;0;0;0;EACS Vacância ACS;ESF Incompleta (40h Médico(a) mais de 60 dias);
40;7873565;SMS CF JOSE DE SOUZA HERDY - AP 40;1595725;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;2;4;0;0;0;ESF Completa;;
40;7873565;SMS CF JOSE DE SOUZA HERDY - AP 40;1595741;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;2;4;0;0;0;ESF Completa;;
52;7908237;SMS CF LECY RANQUINE- AP 52;1595997;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
52;3567559;SMS CF VALDECIR SALUSTIANO CARDOZO - AP 52;1596748;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
52;2270323;SMS CMS ADAO PEREIRA NUNES - AP 52;1596756;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;ESF Vacância Médico 40h;;
33;2269759;SMS CMS FLAVIO DO COUTO VIEIRA - AP 33;1596861;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;3;0;0;0;EACS Vacância ACS;ESF Incompleta (40h Médico(a) mais de 60 dias);
51;2270439;SMS CMS HENRIQUE MONAT - AP 51;1596896;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;2;4;0;0;0;ESF Completa;;
51;2270439;SMS CMS HENRIQUE MONAT - AP 51;1596918;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;0;4;0;0;0;EACS Vacância Tec/Aux 40h;ESF Incompleta Médico 40h;
33;2708205;SMS CMS MARIO OLINTO DE OLIVEIRA - AP 33;1596934;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;1;1;1;3;0;0;0;ESF Vacância ACS;;
33;2708205;SMS CMS MARIO OLINTO DE OLIVEIRA - AP 33;1596942;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;1;1;1;4;0;0;0;ESF Vacância Médico 20h;;
32;6681379;SMS CF HERBERT JOSE DE SOUZA - AP 32;1596985;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
31;6664075;SMS CF FELIPPE CARDOSO - AP 31;1597000;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;2;0;1;1;5;0;0;0;ESF Completa;;
31;6664075;SMS CF FELIPPE CARDOSO - AP 31;1597019;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;3;0;1;1;4;0;0;0;ESF Completa;;
31;2280779;SMS CMS NECKER PINTO - AP 31;1597167;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
32;6688152;SMS CF IZABEL DOS SANTOS - AP 32;1597175;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;2;1;1;3;0;0;0;ESF Vacância ACS;;
33;6869009;SMS CF ANA MARIA CONCEICAO DOS SANTOS CORREIA - AP 33;1597183;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;4;0;3;1;4;0;0;0;ESF Completa;;
33;2269732;SMS CMS CARMELA DUTRA - AP 33;1597221;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;1;1;1;3;0;0;0;ESF Vacância Médico(a) 20h e ACS;;
33;2269732;SMS CMS CARMELA DUTRA - AP 33;1597248;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;1;1;1;3;0;0;0;ESF Vacância Médico(a) 20h e ACS;;
33;7892802;SMS CF ADOLFO FERREIRA DE CARVALHO - AP 33;1597329;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;3;0;0;0;EACS Vacância ACS;ESF Incompleta (40h Médico(a) mais de 60 dias);
33;7892802;SMS CF ADOLFO FERREIRA DE CARVALHO - AP 33;1597337;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;2;0;0;0;EACS Vacância ACS;ESF Incompleta (40h Médico(a) mais de 60 dias);
33;7892802;SMS CF ADOLFO FERREIRA DE CARVALHO - AP 33;1597345;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;3;0;0;0;ESF Vacância ACS;;
33;7892802;SMS CF ADOLFO FERREIRA DE CARVALHO - AP 33;1597353;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;3;0;0;0;EACS Vacância ACS;ESF Incompleta (40h Médico(a) mais de 60 dias);
31;5476607;SMS CF ADIB JATENE - AP 31;1597515;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
31;5476844;SMS CMS VILA DO JOAO - AP 31;1597523;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;2;4;0;0;0;ESF Completa;;
31;5476607;SMS CF ADIB JATENE - AP 31;1597531;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;2;2;4;0;0;0;ESF Vacância Médico 40h;;
52;7894554;SMS CF ISABELA SEVERO DA SILVA - AP 52;1597558;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
52;7894554;SMS CF ISABELA SEVERO DA SILVA - AP 52;1597566;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
52;7894554;SMS CF ISABELA SEVERO DA SILVA - AP 52;1597574;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
52;7894554;SMS CF ISABELA SEVERO DA SILVA - AP 52;1597582;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
52;7894554;SMS CF ISABELA SEVERO DA SILVA - AP 52;1597590;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;ESF Vacância Médico 40h;;
52;7894554;SMS CF ISABELA SEVERO DA SILVA - AP 52;1597604;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;2;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
53;7896204;SMS CF ALICE DE JESUS REGO - AP53;1597620;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;3;0;0;0;ESF Vacância Médico(a) 40h e ACS;;
53;7896204;SMS CF ALICE DE JESUS REGO - AP53;1597639;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;ESF Vacância Médico 40h;;
33;9131884;SMS CF DEPUTADO PEDRO FERNANDES FILHO - AP 33;1597647;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;2;1;1;4;0;0;0;ESF Completa;;
33;9131884;SMS CF DEPUTADO PEDRO FERNANDES FILHO - AP 33;1597655;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;3;1;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
33;9131884;SMS CF DEPUTADO PEDRO FERNANDES FILHO - AP 33;1597663;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;3;1;3;0;0;0;EACS Vacância ACS;ESF Incompleta (40h Médico(a) mais de 60 dias);
33;189200;SMS CF ENGENHEIRO SANITARISTA PAULO D AGUILA - AP 33;1597671;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;1;1;1;3;0;0;0;ESF Vacância Médico(a) 20h e ACS;;
33;6974708;SMS CF MAESTRO CELESTINO - AP 33;1597698;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;ESF Vacância Médico 40h;;
32;2269503;SMS CMS EDUARDO A VILHENA - AP 32;1597736;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;ESF Vacância Médico 40h;;
10;6028233;SMS CF ESTACIO DE SA - AP 10;1597744;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;3;0;1;1;4;0;0;0;ESF Completa;;
10;6028233;SMS CF ESTACIO DE SA - AP 10;1597752;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;3;0;1;1;4;0;0;0;ESF Completa;;
33;7119798;SMS CF CARLOS NERY DA COSTA FILHO - AP 33;1597795;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;2;0;0;0;ESF Vacância ACS;;
33;6761704;SMS CF MARIA DE AZEVEDO RODRIGUES PEREIRA - AP 33;1597809;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
51;2270439;SMS CMS HENRIQUE MONAT - AP 51;1597973;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
51;2269848;SMS CMS ALEXANDER FLEMING - AP 51;1597981;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
31;2296551;SMS CMS AMERICO VELOSO - AP 31;1598007;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;5;0;0;0;ESF Completa;;
32;6926797;SMS CMS RODOLPHO ROCCO - AP 32;1598341;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;1;1;1;4;0;0;0;ESF Vacância Médico 20h;;
31;7856954;SMS CMS NEWTON ALVES CARDOZO - AP 31;1598368;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;3;0;0;0;EACS Vacância ACS;ESF Incompleta (40h Médico(a) mais de 60 dias);
51;2270439;SMS CMS HENRIQUE MONAT - AP 51;1598384;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
33;2296586;SMS CMS NASCIMENTO GURGEL - AP 33;1598422;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;2;1;3;0;0;0;ESF Vacância ACS;;
33;2296586;SMS CMS NASCIMENTO GURGEL - AP 33;1598430;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;3;0;0;0;ESF Vacância ACS;;
31;9345515;SMS CF DINIZ BATISTA DOS SANTOS - AP 31;1598511;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;
51;6901042;SMS CF NILDO EYMAR DE ALMEIDA AGUIAR - AP 51;1598570;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;2;1;3;0;0;0;ESF Vacância ACS;;
32;6914152;SMS CF BIBI VOGEL - AP 32;1598589;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;1;1;1;4;0;0;0;ESF Vacância Médico 20h;;
31;7856954;SMS CMS NEWTON ALVES CARDOZO - AP 31;1598740;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;3;0;0;0;ESF Vacância ACS;;
31;7856954;SMS CMS NEWTON ALVES CARDOZO - AP 31;1598759;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;3;0;0;0;ESF Vacância ACS;;
31;7856954;SMS CMS NEWTON ALVES CARDOZO - AP 31;1598767;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;3;0;0;0;ESF Vacância ACS;;
31;2280779;SMS CMS NECKER PINTO - AP 31;1598821;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;1;1;2;3;0;0;0;ESF Vacância ACS;;
40;7892829;SMS CF HELENA BESSERMAN VIANNA - AP 40;1599151;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;2;1;1;4;0;0;0;ESF Completa;;
40;7892829;SMS CF HELENA BESSERMAN VIANNA - AP 40;1599178;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;3;0;1;1;4;0;0;0;ESF Completa;;
40;7892829;SMS CF HELENA BESSERMAN VIANNA - AP 40;1599186;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;2;3;1;4;0;0;0;ESF Completa;;
